省份,市,区域,医院名,地理位置,电话
广东省,深圳市,罗湖区,草埔东社区,清水河新村B2栋1楼,25678663
广东省,深圳市,罗湖区,木棉花社区,木棉岭,25493123
广东省,深圳市,罗湖区,马山社区,草埔马山新村46栋101,25672485
广东省,深圳市,罗湖区,梧桐山社区,梧桐山赤水洞25号,25710510
广东省,深圳市,罗湖区,东晓社区,东晓北路3038号,25807528
广东省,深圳市,罗湖区,大松泉社区,太白路4009号西侧1楼,25783147
广东省,深圳市,罗湖区,大望社区,大望村新平大道2号,25711523
广东省,深圳市,罗湖区,翠岭社区,罗湖区太宁路18号大院,25533674
广东省,深圳市,罗湖区,金鹏社区,金稻田路港鹏新村2栋102,25510541
广东省,深圳市,罗湖区,武警医院,清水河红岗路武警医院,82699776、82699710
广东省,深圳市,罗湖区,玉龙社区,玉龙村B区34栋,82427169
广东省,深圳市,罗湖区,银湖社区,罗湖区金碧路22号,82451839
广东省,深圳市,罗湖区,桂园社区,桂园路8号,25588043
广东省,深圳市,罗湖区,和平社康,和平路1161号泰山大厦1楼,82366788
广东省,深圳市,罗湖区,新秀社区,新秀村秀南街42栋一楼,82370580
广东省,深圳市,罗湖区,文锦社区,春风路2010号,82197170
广东省,深圳市,罗湖区,龙湖社区,德兴路1号龙园山庄32栋,22307541
广东省,深圳市,罗湖区,水贝社康,水贝一路洪湖东岸1楼32号,25602260
广东省,深圳市,罗湖区,东乐社区,布心路2019号,25000121
广东省,深圳市,罗湖区,水库社区,水库新村10栋统建楼1楼,25995110
广东省,深圳市,罗湖区,长岭社区,罗沙路2033号长岭村3号,25723765
广东省,深圳市,罗湖区,深圳市人民医院第一门诊部,深南东路3046号,82287805
广东省,深圳市,罗湖区,深圳市人民医院,东门北路1017号,25533018（总机）—2588（产房）
广东省,深圳市,福田区,梅林一村社康,梅林一村会所首层,83531073
广东省,深圳市,福田区,华强南社康,福华路1号,88297042
广东省,深圳市,福田区,金地海景社康,新洲南路金地海景花园21栋1楼,23811165
广东省,深圳市,福田区,下步庙社康,下步庙南区47栋1楼,83657303
广东省,深圳市,福田区,保税区社康,福田保税区福源花园一期A3栋,83597981
广东省,深圳市,福田区,福南社康,福华路216号城市杰座1楼,82500433
广东省,深圳市,福田区,下沙社康,福荣路金域蓝湾首层,83894769
广东省,深圳市,福田区,东园社康,巴登街滨江3号楼1号铺,82240458
广东省,深圳市,福田区,田面社康,田面新村50栋1楼,83017461
广东省,深圳市,福田区,香蜜二村社康,景田南路香蜜二村1栋29号,83912015
广东省,深圳市,福田区,侨香村社康,侨香路侨乡村2008号,23823340
广东省,深圳市,福田区,农园社康,农林路,83183071
广东省,深圳市,福田区,八卦岭社康,八卦路20号,82057567
广东省,深圳市,福田区,竹林社康,竹子林金众小区35栋,83705070
广东省,深圳市,福田区,翠海社康,侨香路翠海花园裙楼13号,82851592
广东省,深圳市,福田区,荔村社康,振兴路桑达小区405栋102,83282670
广东省,深圳市,福田区,碧海云天社康,侨城东路碧海云天15C首层,86200830
广东省,深圳市,福田区,园西社康,华发南路中电宿舍5栋1楼,83633735
广东省,深圳市,福田区,南天社康,百花二路百花园裙楼,83270679
广东省,深圳市,福田区,锦龙社康,爱华路37号一楼,83620155
广东省,深圳市,福田区,黄木岗社康,红荔路4052号,82906266
广东省,深圳市,福田区,熙园社康,香蜜湖熙园商业中心113号,82890310
广东省,深圳市,福田区,福田社康,福安街与福宁路交界福宁居,22203634
广东省,深圳市,福田区,笔架山社康,梅岗路4-7号（华富北市场旁）,25911859
广东省,深圳市,福田区,水围社康,水围六街122号首层,23975703
广东省,深圳市,福田区,文山社康,岗厦村统建楼7栋101,88367279
广东省,深圳市,福田区,福山社康,福华新村皇洲花园皇辉阁,82990058
广东省,深圳市,福田区,皇岗社康,皇岗村上围一村广场楼18号,83824604
广东省,深圳市,福田区,福民社康,福强路福民新村福民大厦1楼,83552785
广东省,深圳市,福田区,海滨社康,海滨广场福华阁,88305908
广东省,深圳市,福田区,赤尾社康,华强南路御景华城6栋,82515297
广东省,深圳市,福田区,福保社康,福强路2215号京隆苑首层,83556439
广东省,深圳市,福田区,圩镇社康,福田南路福滨苑2楼,82869019
广东省,深圳市,福田区,滨河社康,汇港名苑南区1层,83954904
广东省,深圳市,福田区,渔农社康,渔农村名津广场1楼110-01号铺,83832518
广东省,深圳市,福田区,景狮社康,商报西路10号,83921555-8819
广东省,深圳市,福田区,景田社康,红荔西路景田南4街18号,83948257
广东省,深圳市,福田区,梅亭社康,梅华路绅宝花园1楼,83143717
广东省,深圳市,福田区,园岭社康,园东大厦首层,25889528-804
广东省,深圳市,福田区,上梅林社康,梅村路19号,83107446
广东省,深圳市,福田区,下梅林社康,梅华路240号裕林花园1栋,83310103
广东省,深圳市,福田区,孖岭社康,梅林路45号,83116784
广东省,深圳市,福田区,龙尾社康,梅亭路文体公园旁边,83117752
广东省,深圳市,福田区,梅山社康,梅山苑梅山街48号,83539499
广东省,深圳市,福田区,新阁社康,新阁小区1栋,83112330
广东省,深圳市,福田区,梅河社康,梅林二村市场A28号,83312340
广东省,深圳市,福田区,翰岭社康,彩田北路翰岭院,88395842
广东省,深圳市,福田区,景新社康,景新花园景龙大厦1楼,83939154
广东省,深圳市,福田区,特发社康,侨香路特发小区16栋首层,83193896
广东省,深圳市,福田区,莲花北一社康,莲花北村30栋,83063938
广东省,深圳市,福田区,香岭社康,侨城东路技校路创意侨园裙楼,82847517
广东省,深圳市,福田区,莲花二村社康,莲花二村39栋底层1号,83261262
广东省,深圳市,福田区,雨田社康,雨田村雨莲阁一层,83076399
广东省,深圳市,福田区,景华社康,莲花西路中导大厦1层,83061767
广东省,深圳市,福田区,福中社康,福中路中银大厦1号楼1层,83514753
广东省,深圳市,福田区,新沙社康,滨河大道9000号嘉州华苑裙楼,83405320
广东省,深圳市,福田区,益田社康,益田中心广场,83823930
广东省,深圳市,福田区,新洲社康,新洲南路西侧新南苑小区,83899074
广东省,深圳市,福田区,沙嘴社康,沙嘴村荔园阁,83876292
广东省,深圳市,福田区,沙尾社康,沙尾东村298栋,83405561
广东省,深圳市,福田区,泰源社康,泰然四路211栋123号,61319200
广东省,深圳市,福田区,明月社康,石厦北三街明月花园雅云轩1楼,82985001
广东省,深圳市,福田区,金碧社康,下沙村5坊1号,83406075
广东省,深圳市,福田区,金地社康,沙尾新村345号,83400317
广东省,深圳市,福田区,新港社康,新新家园,23977634
广东省,深圳市,福田区,新华社康,新洲三路蜜园裙楼,82762494
广东省,深圳市,福田区,竹园社康,建业小区20栋1楼,83713106
广东省,深圳市,福田区,鹏盛社康,八卦二路615栋,82415319
广东省,深圳市,福田区,中航社康,振华路中航公寓北1楼,23946560
广东省,深圳市,福田区,深安社康,中心二路,83835046
广东省,深圳市,福田区,竹盛社康,竹盛花园10栋1楼,83159709
广东省,深圳市,福田区,福田区人民医院,深圳市深南中路3025号,83982222
广东省,深圳市,福田区,福田区妇幼保健院,金田路2002号,83836163
广东省,深圳市,福田区,深圳市中医院,福华路1号,88359666
广东省,深圳市,福田区,深圳市妇幼保健院,红荔路2004号,82889999
广东省,深圳市,福田区,深圳市第二人民医院,笋岗西路,83366388
广东省,深圳市,福田区,福田区第二人民医院,上梅林中康路27号,83110237
广东省,深圳市,福田区,深圳仁爱医院,沙尾村金地四路2号金地工业区107栋,88308188
广东省,深圳市,福田区,北京大学深圳医院,莲花路1120号,83923333
广东省,深圳市,福田区,福田区中医院,景田北三街6号,83548611
广东省,深圳市,福田区,香港大学深圳医院,海园一路1号,86913333
广东省,深圳市,南山区,沙河医院沙河预防接种门诊,南山区白石洲沙河街23号,0755-86657426
广东省,深圳市,南山区,沙河医院白石洲社区健康服务中心预防接种门诊,南山区石洲中路沙河股份办公楼1楼北侧,0755-86105430
广东省,深圳市,南山区,沙河医院白石洲西社区健康服务中心预防接种门诊,南山区沙河东路美庐锦园D栋117～118号,0755-26002468
广东省,深圳市,南山区,沙河医院高发社区健康服务中心预防接种门诊,南山区深云村综合服务楼一楼,0755-86090731
广东省,深圳市,南山区,西丽人民医院松坪山社区健康服务中心预防接种门诊,南山区松坪村64栋首层,0755-26634719
广东省,深圳市,南山区,西丽人民医院西丽社区健康服务中心预防接种门诊,西丽沙河西路3230号上沙河大厦一楼,0755-26620097
广东省,深圳市,南山区,西丽人民医院大勘社区健康服务中心预防接种门诊,西丽大勘村工业路园丁楼正对面,0755-86323860
广东省,深圳市,南山区,西丽人民医院大学城社区健康服务中心预防接种门诊,西丽镇塘朗村商业综合楼,0755-26734682
广东省,深圳市,南山区,西丽人民医院白芒社区健康服务中心预防接种门诊,白芒村南2号,0755-86145683
广东省,深圳市,南山区,西丽人民医院牛成社区健康服务中心预防接种门诊,牛成村96号,0755-86181813
广东省,深圳市,南山区,西丽人民医院新围社区健康服务中心预防接种门诊,深圳市南山区西丽新围村莺新花园5栋1楼,0755-22674917
广东省,深圳市,南山区,西丽人民医院龙辉社区健康服务中心预防接种门诊,龙珠大道龙辉花园11-109,0755-26723292
广东省,深圳市,南山区,西丽人民医院桃源社区健康服务中心预防接种门诊,南山区龙珠大道桃源村桃源老年活动中心三楼,0755-26789839
广东省,深圳市,南山区,西丽人民医院平山社区健康服务中心预防接种门诊,平山商业街108、109铺位,0755-26515639
广东省,深圳市,南山区,西丽人民医院麻勘社区健康服务中心预防接种门诊,麻勘村商业北区商住楼二楼,0755-86113133
广东省,深圳市,南山区,西丽人民医院阳光社区健康服务中心预防接种门诊,深圳市南山区西丽阳光工业区丽河工业园四栋一楼,0755-81795120
广东省,深圳市,南山区,西丽人民医院留仙社区健康服务中心预防接种门诊,留仙洞工业区,0755-26987448
广东省,深圳市,南山区,西丽人民医院丽城社区健康服务中心预防接种门诊,西丽沿河路祥园楼首层3-11号,0755-86005891
广东省,深圳市,南山区,西丽人民医院龙光社区健康服务中心预防接种门诊,南山区西丽镇光前村西区83栋1楼,0755-86107336
广东省,深圳市,南山区,西丽人民医院珠光社区健康服务中心预防接种门诊,南山区西丽镇珠光村丽珠花园4-102,0755-86230629
广东省,深圳市,南山区,西丽人民医院丽湖社区健康服务中心预防接种门诊,丽湖大道商业街2栋108-109,0755-86301073
广东省,深圳市,南山区,西丽人民医院峰景社区健康服务中心预防接种门诊,深圳市南山区龙珠大道北天地峰景园裙楼113A、115、116,0755-86094510
广东省,深圳市,南山区,南山区妇幼保健院预防接种门诊,深圳市南山区桃园路89号,0755-26557732
广东省,深圳市,南山区,南山区妇幼保健院田厦北社区健康服务中心预防接种门诊,南山区常兴路157号,0755-26493305
广东省,深圳市,南山区,南山区慢病院南油社区健康服务中心预防接种门诊,南油海晖大厦珍宝阁一楼,0755-26411560
广东省,深圳市,南山区,蛇口人民医院鼎太风华社区健康服务中心预防接种门诊,南山区前海路鼎太风华社区会所三楼西边,0755-86058435
广东省,深圳市,南山区,蛇口人民医院大铲社区健康服务中心预防接种门诊,蛇口石云路29号,0755-26677048
广东省,深圳市,南山区,蛇口人民医院兰园社区健康服务中心预防接种门诊,蛇口四海路16号,26820840
广东省,深圳市,南山区,蛇口人民医院沿山社区健康服务中心预防接种门诊,蛇口沿山路兰溪谷生活会所H6H7,0755-26820817
广东省,深圳市,南山区,蛇口人民医院后海社区健康服务中心预防接种门诊,南山区后海华明路第二统建楼西侧副楼,0755-26425175
广东省,深圳市,南山区,蛇口人民医院海月社区健康服务中心社预防接种门诊,南山区后海大道海月一期13栋2楼会所,0755-26819770
广东省,深圳市,南山区,蛇口人民医院花果山东社区健康服务中心预防接种门诊,工业七路四海宜家南座15号商铺,0755-26820715
广东省,深圳市,南山区,蛇口人民医院商业文化区社区健康服务中心预防接种门诊,南山区创业路浪琴屿1号铺,0755-26056892
广东省,深圳市,南山区,蛇口人民医院海湾社区健康服务中心预防接种门诊,南山蛇口招商东路5号,0755-26677832
广东省,深圳市,南山区,蛇口人民医院龙坤社区健康服务中心预防接种门诊,南山区南光路龙坤居10号,0755-26430661
广东省,深圳市,南山区,蛇口人民医院赤湾社区健康服务中心预防接种门诊,南山区赤湾少帝路,0755-26694011
广东省,深圳市,南山区,蛇口人民医院渔一社区健康服务中心预防接种门诊,蛇口新街东角头春树里小区首层商铺2-8号,0755-26893984
广东省,深圳市,南山区,蛇口人民医院桃花园社区健康服务中心预防接种门诊,南山区兴工路桃花园商铺首层桃花园社区健康服务中心,0755-26882331
广东省,深圳市,南山区,蛇口人民医院东角头社区健康服务中心预防接种门诊,蛇口工业七路广博星海华庭商铺104-106号,0755-26820747
广东省,深圳市,南山区,蛇口人民医院荔林社区健康服务中心预防接种门诊,深圳南山区向南路汉京风景苑B座一楼,0755-86032013
广东省,深圳市,南山区,蛇口人民医院南光社区健康服务中心预防接种门诊,深圳市南山区南光路45号,0755-26425046
广东省,深圳市,南山区,蛇口人民医院月亮湾社区健康服务中心预防接种门诊,南山区月亮湾花园36栋首层,0755-26162878
广东省,深圳市,南山区,蛇口人民医院高新南社区健康服务中心预防接种门诊,深圳市南山区高新南十一道滨福世纪广场114-116,0755-80162020
广东省,深圳市,南山区,蛇口人民医院蔚蓝海岸社区健康服务中心预防接种门诊,南山区后海大道蔚蓝海岸二期会所,0755-26437821
广东省,深圳市,南山区,蛇口人民医院龙城社区健康服务中心预防接种门诊,深圳市南山区龙城路13号,0755-26647365
广东省,深圳市,南山区,蛇口人民医院南水社区健康服务中心预防接种门诊,南水花园3栋101,0755-26699301
广东省,深圳市,南山区,蛇口人民医院海昌社区健康服务中心预防接种门诊,海昌街82号101,0755-26679667
广东省,深圳市,南山区,南山区人民医院大新社区健康服务中心预防接种门诊,南山区大新升平里22号,0755-86035266
广东省,深圳市,南山区,南山区人民医院莲城社区健康服务中心预防接种门诊,南山区玉泉路126号,0755-26510696
广东省,深圳市,南山区,南山区人民医院田厦社区健康服务中心预防接种门诊,南山区南新路2209号,0755-26460646
广东省,深圳市,南山区,南山区人民医院侨城社区健康服务中心预防接种门诊,南山区华侨城海景花园群楼A-2,0755-26932459
广东省,深圳市,南山区,南山区人民医院星海名城社区健康服务中心预防接种门诊,南山区星海名城4组团第6-7栋商铺,0755-26495840
广东省,深圳市,南山区,南山区人民医院高新社区健康服务中心预防接种门诊,南山区科技园青梧路长城宿舍1栋1楼,0755-26953533
广东省,深圳市,南山区,南山区人民医院马家龙社区健康服务中心预防接种门诊,南山区马家龙艺园路田厦产业园大厦一楼,0755-86223377
广东省,深圳市,南山区,南山区人民医院同乐北社区健康服务中心预防接种门诊,南山区同乐村商业城一楼8-12号,0755-26974027
广东省,深圳市,南山区,南山区人民医院红花园社区健康服务中心预防接种门诊,南山区南头街旺海怡苑6-7号,0755-26481510
广东省,深圳市,南山区,南山区人民医院阳光棕榈社区健康服务中心预防接种门诊,南山区阳光棕榈园26号楼西西端一、二层,0755-26446055
广东省,深圳市,南山区,南山区人民医院南山村社区健康服务中心预防接种门诊,南山区南山村南巷83号一楼商铺,0755-86251065
广东省,深圳市,南山区,南山区人民医院大汪社区健康服务中心预防接种门诊,南山区南苑新村A107、108、109,0755-86240537
广东省,深圳市,南山区,南山区人民医院向南社区健康服务中心预防接种门诊,南山区南园村大板桥23号,0755-26463775
广东省,深圳市,南山区,南山区人民医院科技园社区健康服务中心预防接种门诊,南山区科技园西区19栋（科发路7号2栋一楼西侧）,0755-26500871
广东省,深圳市,南山区,南山区人民医院南头城社区健康服务中心预防接种门诊,南山区南头城社区工作站一楼,0755-26500523
广东省,深圳市,南山区,南山区人民医院麻岭社区健康服务中心预防接种门诊,南山区南海大道麒麟路4040号汇园雅居C座,0755-26998422
广东省,深圳市,南山区,南山区人民医院北头社区健康服务中心预防接种门诊,南山区北头村一坊20号,0755-86391732
广东省,深圳市,南山区,南山区人民医院荔湾社区健康服务中心预防接种门诊,南山区前海路太子山庄俱乐部一、二层,0755-26053357
广东省,深圳市,南山区,南山区人民医院南园社区健康服务中心预防接种门诊,深圳南山区南新路南园村新六坊3号,0755-86304119
广东省,深圳市,南山区,南山区人民医院粤桂社区健康服务中心预防接种门诊,深圳市南山区桂庙新村40号,0755-26430336-806
广东省,深圳市,南山区,华侨城医院预防接种门诊,南山区香山东街10号,0755-26925881
广东省,深圳市,南山区,华侨城医院急诊科,南山区香山东街10号,0755-26925901
广东省,深圳市,南山区,南山区人民医院急诊科,南山区桃园路89号,0755-26553111-23100
广东省,深圳市,南山区,蛇口人民医院急诊科,南山区花果路1,0755-26889437
广东省,深圳市,南山区,西丽医院急诊科,西丽沙河路石鼓花园东,0755-26528910
广东省,深圳市,南山区,南山区人民医院产房,南山区桃园路89号,0755-26553111-30660/30560
广东省,深圳市,南山区,蛇口人民医院产房,南山区花果路1,0755-21606999-8143
广东省,深圳市,南山区,西丽医院产房,西丽留仙大道1298号东明花园,0755-26528906
广东省,深圳市,南山区,南山区妇幼保健院产房,深圳市南山区桃园路89号,0755-26557702
广东省,深圳市,南山区,华侨城医院产房,南山区香山东街10号,0755-26925903
广东省,深圳市,宝安区,宝安区人民医院海华社区健康服务中心,新安街道48区新安园A栋首层,27845680
广东省,深圳市,宝安区,宝安区人民医院布心社区健康服务中心,新安街道74区流塘北二巷一号,27829057
广东省,深圳市,宝安区,宝安区人民医院大浪社区健康服务中心,宝安区新安街道23区创业二路医药大厦一、二楼,27884372
广东省,深圳市,宝安区,宝安区人民医院甲岸社区健康服务中心,新安街道7区甲岸村西22号,27872784
广东省,深圳市,宝安区,宝安区人民医院新乐社区健康服务中心,新安街道37区新乐二街55号,27751490
广东省,深圳市,宝安区,宝安区人民医院安乐社区健康服务中心,新安街道44区宏都工业园一楼,27592121
广东省,深圳市,宝安区,宝安区人民医院兴东社区健康服务中心,新安街道71区创业二路383号,27661072
广东省,深圳市,宝安区,宝安区人民医院海富社区健康服务中心,新安街道45区海富二巷1号,27578485
广东省,深圳市,宝安区,宝安区人民医院海乐社区健康服务中心,新安街道42区乐平路庆华花园首层,27842711
广东省,深圳市,宝安区,宝安区人民医院海裕社区健康服务中心,新安街道82区玉律路裕丰花园12巷一号,29657241
广东省,深圳市,宝安区,宝安区中医院宝文社区健康服务中心,宝安区34区建安一路雅景居2栋201,27868791
广东省,深圳市,宝安区,宝安区中医院上合社区健康服务中心,宝安区31区上合路154号,27574355
广东省,深圳市,宝安区,宝安区中医院海旺社区健康服务中心,宝安区84区风临洲1栋c座2层,29028228
广东省,深圳市,宝安区,宝安区中医院翻身社区健康服务中心,宝安区47区自由路海滨市场综合楼一楼A座112号,29650118
广东省,深圳市,宝安区,宝安区中医院凯旋社区健康服务中心,宝安区中心区N8区金泓凯旋城4栋116-123室,29636868
广东省,深圳市,宝安区,宝安区人民医院产房,宝安区新安街道龙井二路118号,27751490
广东省,深圳市,宝安区,宝安区人民医院急诊科,宝安区新安街道龙井二路118号,27788311-3079
广东省,深圳市,宝安区,宝安区妇幼保健院产房,宝安区新安街道30区裕安二路23号,27017338
广东省,深圳市,宝安区,宝安区计生中心产房,宝安区新安街道创业路24区,27780418
广东省,深圳市,宝安区,春天医院产房,宝安新安街道41区广深公路159号,82816818
广东省,深圳市,宝安区,宝生妇科医院产房,宝安区新安街道新安四路217号,27833333-6699
广东省,深圳市,宝安区,西乡预防保健所,深圳市宝安区前进二路126号,0755-27950952
广东省,深圳市,宝安区,西乡预防保健所第二接种门诊,宝安区西乡街道龙吟二路271号,0755-27950942
广东省,深圳市,宝安区,宝安区西乡人民医院铁岗社区健康服务中心,宝安区西乡街道铁岗东一巷7号,0755-27948192
广东省,深圳市,宝安区,宝安区西乡人民医院黄麻布社区健康服务中心,宝安区西乡街道黄麻布老年中心二楼,0755-28231370
广东省,深圳市,宝安区,宝安区西乡人民医院草围社区健康服务中心,宝安区西乡街道乡草围2路21号,0755-27501257
广东省,深圳市,宝安区,宝安区西乡人民医院翠湖社区健康服务中心,宝安区西乡街道翠湖花园5栋1楼,0755-27516011
广东省,深圳市,宝安区,宝安区西乡人民医院凤凰岗社区健康服务中心,宝安区西乡街道宝田一路181号,0755-29370682
广东省,深圳市,宝安区,宝安区西乡人民医院福中福社区卫生服务中心,宝安区西乡街道宝源路1001号,0755-29957666
广东省,深圳市,宝安区,宝安区西乡人民医院富恒社区健康服务中心,宝安区西乡街道鹤州社区渔业工业区内,0755-29127362
广东省,深圳市,宝安区,宝安区西乡人民医院海城社区健康服务中心,宝安区西乡街道海城二区87号,27796034
广东省,深圳市,宝安区,宝安区西乡人民医院河东社区健康服务中心,宝安区西乡街道河东花园九巷一号,0755-27690417
广东省,深圳市,宝安区,宝安区西乡人民医院后瑞社区卫生服务中心,宝安区西乡街道后瑞第二工业区第二栋1楼,0755-29925708
广东省,深圳市,宝安区,宝安区西乡人民医院九围社区健康服务中心,宝安区西乡街道九围村九围居委21号,0755-81469330
广东省,深圳市,宝安区,宝安区西乡人民医院劳动社区卫生服务健康中心,宝安区西乡街道富通城三期3栋一楼,27908662
广东省,深圳市,宝安区,宝安区西乡人民医院流塘社区健康服务中心,宝安区西乡街道流塘建安二路25号,29370256
广东省,深圳市,宝安区,宝安区西乡人民医院柳竹园社区健康服务中心,宝安区西乡街道河东路1号,27954779
广东省,深圳市,宝安区,宝安区西乡人民医院南昌社区健康服务中心,宝安区西乡街道南昌第二新村东区1巷2号,0755-29655432
广东省,深圳市,宝安区,宝安区西乡人民医院石街社区健康服务中心,宝安区西乡街道石街新村迪福路19号,0755-89473039
广东省,深圳市,宝安区,宝安区西乡人民医院西乡社区健康服务中心,宝安区西乡街道新城蚝业商铺131号,0755—27947650
广东省,深圳市,宝安区,宝安区西乡人民医院朱坳社区健康服务中心,宝安区西乡街道固戍一路85号,27471088
广东省,深圳市,宝安区,宝安区西乡人民医院庄边社区健康服务中心,宝安区前进二路35号庄边金庄园E栋一楼,0755-27935531
广东省,深圳市,宝安区,宝安区西乡人民医院盐田社区健康服务中心,宝安区西乡街道盐田街63号,0755—27908789　　　
广东省,深圳市,宝安区,宝安区西乡人民医院富华社区健康服务中心,宝安76区天骄世家6栋132商铺,0755-29703315
广东省,深圳市,宝安区,宝安区西乡人民医院颐康园社区健康服务中心,宝安区西乡街道桃源居森林体育公园,0755-27454009
广东省,深圳市,宝安区,宝安区西乡人民医院银田社区健康服务中心,宝安区西乡街道银田工业区雍启大厦A栋1楼,23492677
广东省,深圳市,宝安区,宝安区西乡人民医院固戍社区健康服务中心,宝安区西乡街道固戍茶树1巷3号,27488824
广东省,深圳市,宝安区,宝安区西乡人民医院黄田社区健康服务中心,宝安区西乡街道黄田林屋,29400603
广东省,深圳市,宝安区,宝安区西乡人民医院三围社区健康服务中心,宝安区西乡街道三围2巷10号,27486907
广东省,深圳市,宝安区,宝安区西乡人民医院共乐社区健康服务中心,宝安区西乡街道共乐社区报莲新村13巷安顺路51号,29405867
广东省,深圳市,宝安区,宝安区西乡人民医院臣田社区健康服务中心,宝安区西乡街道宝民二路438号,27936264
广东省,深圳市,宝安区,深圳恒生医院预防接种门诊,宝安区西乡街道碧海湾宝源路,0755-27911057
广东省,深圳市,宝安区,宝安区西乡人民医院产房,宝安区西乡街道乐园街60号,27693072
广东省,深圳市,宝安区,恒生医院产房,宝安区西乡街道碧海中心宝源路,27794159
广东省,深圳市,宝安区,同仁妇科医院,宝安区宝安大道3090号,29405741
广东省,深圳市,宝安区,宝安区西乡人民医院急诊科,宝安区西乡街道乐园街60号,27693072
广东省,深圳市,宝安区,福永街道福永预防保健所,宝安区福永街道德丰路81号,27382620
广东省,深圳市,宝安区,宝安区福永人民医院兴围社区健康服务中心,宝安区福永街道兴围居委正门直入100米,27458324
广东省,深圳市,宝安区,宝安区福永人民医院塘尾社区健康服务中心,宝安区福永街道塘尾社区万里路2号,27377974
广东省,深圳市,宝安区,宝安区福永人民医院和平社区健康服务中心,宝安区福永街道和平社区四区163号,27328158
广东省,深圳市,宝安区,宝安区福永人民医院福围社区健康服务中心,宝安区福永街道福围西街27号,27300701
广东省,深圳市,宝安区,宝安区福永人民医院新和社区健康服务中心,宝安区福永街道新和3区162号,27302071
广东省,深圳市,宝安区,宝安区福永人民医院富桥社区健康服务中心,宝安区福永街道富桥2区柴火酒家旁,27347831
广东省,深圳市,宝安区,宝安区福永人民医院福永社区健康服务中心,宝安区福永街道福永社区福新街23号,81462063
广东省,深圳市,宝安区,宝安区福永人民医院怀德社区健康服务中心,宝安区福永街道怀德翠岗工业区4区17栋,27331078
广东省,深圳市,宝安区,宝安区福永人民医院白石厦东区社区健康服务中心,宝安区福永街道白石厦东区107国道桥洞第四个路口,27322993
广东省,深圳市,宝安区,宝安区福永人民医院新田社区健康服务中心,宝安区福永街道新田社区新田大道(新田段)48号,27312116
广东省,深圳市,宝安区,宝安区福永人民医院稔田社区健康服务中心,宝安区福永街道稔田工业区北路30号,29502012
广东省,深圳市,宝安区,宝安区福永人民医院桥头社区健康服务中心,宝安区福永街道桥头商业街18号一楼,81457972
广东省,深圳市,宝安区,宝安区福永人民医院大洋田社区健康服务中心,宝安区福永街道大洋田美盛新村福瑞路104号,29917236
广东省,深圳市,宝安区,宝安区福永人民医院和塘社区健康服务中心,宝安区福永街道塘尾社区和沙路18号,27677120
广东省,深圳市,宝安区,宝安区福永人民医院金凤凰社区健康服务中心,宝安区福永街道凤凰路凤凰西区202号,27326867
广东省,深圳市,宝安区,宝安区福永人民医院产房,宝安区福永街道德丰路８１号,27349241
广东省,深圳市,宝安区,深圳市广生医院,宝安区福永街道新田社区凤塘大道56号,29794249
广东省,深圳市,宝安区,深圳市永福妇科医院,宝安区福永街道白石厦大道东2号,23106505
广东省,深圳市,宝安区,宝安区福永人民医院急诊科,宝安区福永街道德丰路８１号,27349241
广东省,深圳市,宝安区,宝安区沙井预防保健所计划免疫科,宝安区沙井大街39号,0755-27209391
广东省,深圳市,宝安区,宝安区沙井预防保健所第二接种门诊,宝安区沙井宝安大道（华美居旁）,0755-27566843
广东省,深圳市,宝安区,宝安区沙井人民医院上寮社区健康服务中心,宝安区沙井镇上寮村107国道旁上南路段,0755-27271091
广东省,深圳市,宝安区,宝安区沙井人民医院沙四社区健康服务中心,宝安区沙井街道沙四南路,0755-29097685
广东省,深圳市,宝安区,宝安区沙井人民医院民主社区健康服务中心,宝安区沙井街道民主大道民主村委后面,0755-27259295
广东省,深圳市,宝安区,宝安区沙井人民医院马鞍山社区健康服务中心,宝安区沙井街道鞍园路3路,0755-21507483
广东省,深圳市,宝安区,宝安区沙井新桥社区健康服务中心,宝安区沙井街道新桥北环路63号,0755-27290647
广东省,深圳市,宝安区,宝安区沙井壆岗社区健康服务中心,宝安区沙井街道新沙路406号,0755-29757143-8037
广东省,深圳市,宝安区,宝安区沙井万丰社区健康服务中心,深圳市宝安区沙井万丰中心路11号,89893333—8036
广东省,深圳市,宝安区,宝安区沙井人民医院大王山社区健康服务中心,宝安区沙井街道大王山工业1路15号,0755-27224269
广东省,深圳市,宝安区,宝安区沙井人民医院步涌社区健康服务中心,宝安区沙井街道步涌三路,0755-27239809
广东省,深圳市,宝安区,宝安区沙井人民医院后亭社区健康服务中心,宝安区沙井街道后亭社区东边坑70号（永和大厦）一楼,0755-27223061
广东省,深圳市,宝安区,宝安区沙井人民医院和一社区健康服务中心,宝安区沙井街道和一新村南路,0755-27568588-3616
广东省,深圳市,宝安区,宝安区沙井人民医院黄埔社区健康服务中心,宝安区沙井街道黄埔龙井路23号,0755-27273445
广东省,深圳市,宝安区,宝安区沙井人民医院共和社区健康服务中心,宝安区沙井街道共和社区广裕路,0755-84131657
广东省,深圳市,宝安区,宝安区沙井人民医院南洞社区健康服务中心,宝安区沙井街道东环路178号,0755-27563072
广东省,深圳市,宝安区,宝安区沙井人民医院上星社康中心,宝安区沙井街道上星路1号,0755-27270025
广东省,深圳市,宝安区,宝安区沙井人民医院蓝天社区健康服务中心,宝安区沙井街道西部工业区帝堂路蓝天科技园,0755-29692620
